plot,domsp,species,tree_id,slope,south,elevation,era95_ribes,density95,era95_dbh,vpd95,era95_inc_tot,era95_status,inc_tot,vpd00,ribes,density00,dbh,status
4,PIBA,PIBA,194,11,1,3057.1440000000002,FALSE,108.7962963,119.4,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,120,1
4,PIBA,PIBA,195,11,1,3057.1440000000002,FALSE,108.7962963,70.1,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,69.9,1
4,PIBA,PIBA,196,11,1,3057.1440000000002,FALSE,108.7962963,68.6,8.123935185185186,0,1,NA,9.0875,FALSE,104.1666667,67.5,2
4,PIBA,PIBA,197,11,1,3057.1440000000002,FALSE,108.7962963,96,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,96.1,1
5,PIBA,PIBA,198,6,0,3258.9216,FALSE,200.080032,72.1,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,74.1,1
5,PIBA,PIBA,199,6,0,3258.9216,FALSE,200.080032,72.1,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,70.7,1
5,PIBA,PIBA,200,6,0,3258.9216,FALSE,200.080032,61.5,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,63.8,1
5,PIBA,PIBA,201,6,0,3258.9216,FALSE,200.080032,94.7,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,97,1
5,PIBA,PIBA,202,6,0,3258.9216,FALSE,200.080032,76.2,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,77.9,1
5,PIBA,PIBA,203,6,0,3258.9216,FALSE,200.080032,69.6,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,72.9,1
5,PIBA,PIBA,204,6,0,3258.9216,FALSE,200.080032,80,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,83,1
5,PIBA,PIBA,205,6,0,3258.9216,FALSE,200.080032,59.9,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,61.5,1
5,PIBA,PIBA,206,6,0,3258.9216,FALSE,200.080032,94.5,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,99.9,1
5,PIBA,PIBA,207,6,0,3258.9216,FALSE,200.080032,111.2,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,115.8,1
5,PIBA,PIBA,208,6,0,3258.9216,FALSE,200.080032,66,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,71.9,1
5,PIBA,PIBA,209,6,0,3258.9216,FALSE,200.080032,73.9,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,78.4,1
5,PIBA,PIBA,210,6,0,3258.9216,FALSE,200.080032,34.3,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,34.9,1
5,PIBA,PIBA,211,6,0,3258.9216,FALSE,200.080032,93.7,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,99.8,1
5,PIBA,PIBA,212,6,0,3258.9216,FALSE,200.080032,98.8,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,104.5,1
5,PIBA,PIBA,213,6,0,3258.9216,FALSE,200.080032,94.2,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,103.6,1
5,PIBA,PIBA,214,6,0,3258.9216,FALSE,200.080032,47.8,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,48.3,1
5,PIBA,PIBA,215,6,0,3258.9216,FALSE,200.080032,102.6,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,100.8,1
5,PIBA,PIBA,216,6,0,3258.9216,FALSE,200.080032,98,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,101.9,1
5,PIBA,PIBA,217,6,0,3258.9216,FALSE,200.080032,119.1,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,116.4,1
5,PIBA,PIBA,218,6,0,3258.9216,FALSE,200.080032,42.2,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,45.1,1
5,PIBA,PIBA,219,6,0,3258.9216,FALSE,200.080032,46.2,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,48.2,1
5,PIBA,PIBA,220,6,0,3258.9216,FALSE,200.080032,108.7,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,110.5,1
5,PIBA,PIBA,221,6,0,3258.9216,FALSE,200.080032,69.6,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,70.6,1
5,PIBA,PIBA,222,6,0,3258.9216,FALSE,200.080032,71.4,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,72.7,1
5,PIBA,PIBA,223,6,0,3258.9216,FALSE,200.080032,11.2,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,11.3,1
5,PIBA,PIAL,224,6,0,3258.9216,FALSE,200.080032,75.9,8.187738095238096,0,1,0,9.477121212121212,FALSE,200.080032,78.9,1
